danceability,energy,speechiness,instrumentalness,liveness,valence,tempo,duration_min,release_year,key,mode,time_signature,playlist_genre,track_popularity,label_kaggle
0.449,0.188,0.0434,3.24e-06,0.326,0.151,75.085,4.445083333333334,2024.0,6.0,0.0,4.0,soul,46,0
0.574,0.176,0.213,0.437,0.119,0.497,78.929,3.9372666666666665,2023.0,8.0,0.0,4.0,soul,63,0
0.525,0.574,0.171,0.000167,0.114,0.472,140.592,3.1043166666666666,2024.0,5.0,0.0,4.0,soul,44,0
0.451,0.184,0.0397,0.0414,0.0978,0.21,146.701,3.6684,2024.0,4.0,0.0,4.0,soul,61,0
0.236,0.44,0.0299,0.573,0.249,0.38,98.615,3.26,2024.0,8.0,1.0,3.0,soul,59,0
0.701,0.627,0.0864,0.103,0.211,0.749,139.915,2.9677333333333333,2024.0,7.0,0.0,4.0,soul,47,0
0.669,0.662,0.0594,0.0215,0.0942,0.469,118.009,3.98845,2024.0,7.0,0.0,4.0,soul,58,0
0.724,0.233,0.153,0.0279,0.0919,0.384,154.026,2.2987,2024.0,0.0,1.0,4.0,soul,48,0
0.609,0.447,0.0317,0.0453,0.0907,0.444,145.886,3.7205333333333335,2023.0,9.0,1.0,4.0,soul,57,0
0.606,0.57,0.122,4.8e-06,0.221,0.663,89.726,3.466666666666667,2024.0,5.0,0.0,4.0,soul,53,0
0.675,0.481,0.0336,0.0,0.0964,0.078,119.783,3.15,2024.0,7.0,0.0,4.0,soul,56,0
0.65,0.645,0.201,8.41e-06,0.0954,0.598,83.025,3.3209,2024.0,10.0,0.0,4.0,soul,45,0
0.691,0.489,0.0539,1.61e-06,0.328,0.662,85.032,1.2074833333333332,2024.0,0.0,1.0,4.0,soul,56,0
0.641,0.47,0.0376,0.0317,0.139,0.425,128.047,4.4176166666666665,2024.0,6.0,1.0,4.0,soul,55,0
0.797,0.266,0.0415,0.0368,0.0969,0.683,92.011,4.413783333333333,2021.0,1.0,1.0,4.0,soul,59,0
0.518,0.624,0.317,1.38e-06,0.0612,0.705,175.94,3.7253666666666665,2024.0,1.0,1.0,4.0,soul,34,0
0.688,0.814,0.0452,0.0,0.274,0.761,107.094,3.0532166666666667,2024.0,8.0,1.0,4.0,soul,50,0
0.582,0.76,0.126,2.09e-06,0.605,0.543,87.934,3.6217333333333332,2024.0,7.0,0.0,4.0,soul,56,0
0.714,0.693,0.266,0.0,0.18,0.586,91.973,2.8017833333333333,2024.0,10.0,0.0,4.0,soul,47,0
0.836,0.411,0.0325,0.382,0.0913,0.845,90.876,4.96195,2022.0,6.0,0.0,4.0,soul,55,0
0.703,0.496,0.216,6.73e-05,0.292,0.418,172.008,3.807,2024.0,10.0,1.0,4.0,soul,44,0
0.551,0.566,0.0421,2.45e-05,0.124,0.722,137.521,3.663116666666667,2024.0,4.0,1.0,4.0,soul,47,0
0.605,0.381,0.115,0.0,0.0844,0.132,82.939,3.72405,2024.0,0.0,1.0,4.0,soul,54,0
0.537,0.539,0.0256,7.45e-05,0.293,0.548,76.796,3.1165166666666666,2024.0,4.0,0.0,4.0,soul,53,0
0.688,0.418,0.037,0.000873,0.121,0.338,129.959,3.98975,2024.0,5.0,0.0,4.0,soul,54,0
0.595,0.45,0.04,0.0167,0.14,0.483,132.951,4.3,2024.0,9.0,0.0,4.0,soul,49,0
0.626,0.488,0.0431,0.0,0.0668,0.554,64.942,4.183966666666667,2023.0,2.0,1.0,4.0,soul,54,0
0.441,0.575,0.128,0.0,0.208,0.291,189.935,3.52275,2024.0,4.0,0.0,4.0,soul,44,0
0.619,0.527,0.0331,0.008,0.0977,0.692,142.056,3.774,2024.0,7.0,0.0,4.0,soul,54,0
0.627,0.622,0.247,7.8e-06,0.127,0.656,83.043,3.342,2024.0,10.0,0.0,4.0,soul,45,0
0.719,0.658,0.103,0.0484,0.139,0.362,85.984,3.81065,2024.0,11.0,1.0,4.0,soul,53,0
0.565,0.626,0.043,0.536,0.11,0.833,159.94,2.798233333333333,2024.0,11.0,0.0,4.0,soul,49,0
0.752,0.388,0.0803,0.00988,0.1,0.534,80.018,3.3333333333333335,2024.0,5.0,0.0,3.0,soul,53,0
0.809,0.816,0.0509,0.00566,0.0798,0.788,113.053,2.55045,2024.0,0.0,1.0,4.0,afrobeats,46,0
0.718,0.897,0.164,0.0,0.881,0.912,123.138,2.4704333333333333,2024.0,1.0,1.0,4.0,afrobeats,67,0
0.694,0.672,0.127,0.0,0.277,0.804,96.003,2.806783333333333,2024.0,1.0,0.0,4.0,afrobeats,59,0
0.784,0.512,0.0944,0.000334,0.312,0.842,116.945,2.29385,2024.0,0.0,1.0,4.0,afrobeats,63,0
0.819,0.588,0.0455,8.47e-05,0.113,0.705,111.006,2.91885,2024.0,6.0,0.0,4.0,afrobeats,61,0
0.754,0.841,0.0921,0.0,0.0903,0.838,147.989,2.2947333333333333,2024.0,2.0,1.0,4.0,afrobeats,68,0
0.847,0.414,0.153,0.0,0.11,0.465,111.99,2.4298166666666665,2024.0,10.0,0.0,4.0,afrobeats,51,0
0.455,0.812,0.211,0.0,0.199,0.823,100.049,3.0708166666666665,2024.0,8.0,1.0,4.0,afrobeats,61,0
0.598,0.765,0.323,0.0,0.0225,0.844,84.978,2.40315,2024.0,5.0,0.0,4.0,afrobeats,65,0
0.887,0.657,0.0908,0.000363,0.106,0.932,100.104,2.7725,2024.0,9.0,1.0,4.0,afrobeats,61,0
0.824,0.592,0.0448,0.0617,0.121,0.754,108.081,3.0370333333333335,2024.0,0.0,0.0,4.0,afrobeats,62,0
0.813,0.552,0.0426,0.00667,0.0951,0.517,112.022,3.376,2024.0,4.0,0.0,4.0,afrobeats,66,0
0.494,0.986,0.243,4.41e-06,0.334,0.421,175.003,3.8035666666666668,2022.0,7.0,1.0,4.0,j-pop,58,0
0.56,0.886,0.0657,0.0,0.355,0.601,117.064,3.89755,2023.0,6.0,0.0,4.0,j-pop,65,0
0.585,0.91,0.0917,0.0,0.19,0.602,92.591,3.6904333333333335,2020.0,5.0,0.0,4.0,j-pop,53,0
0.542,0.918,0.0937,0.0,0.259,0.784,150.094,3.5573,2022.0,6.0,1.0,4.0,j-pop,57,0
0.592,0.54,0.0587,0.00187,0.0965,0.354,111.955,4.20045,2021.0,8.0,0.0,4.0,j-pop,59,0
0.477,0.685,0.0325,0.0,0.277,0.308,152.04,4.583333333333333,2020.0,2.0,1.0,4.0,j-pop,59,0
0.571,0.415,0.0305,0.0,0.187,0.342,78.025,3.93985,2022.0,2.0,0.0,4.0,j-pop,49,0
0.37,0.939,0.12,2.14e-06,0.148,0.463,190.066,3.4188833333333335,2022.0,7.0,0.0,4.0,j-pop,55,0
0.734,0.973,0.0754,0.000548,0.0718,0.91,137.024,3.07945,2022.0,6.0,0.0,4.0,j-pop,55,0
0.402,0.878,0.0846,0.0,0.173,0.358,100.267,3.92,2024.0,2.0,1.0,4.0,j-pop,65,0
0.569,0.953,0.109,5.78e-06,0.071,0.477,96.047,3.322216666666667,2023.0,10.0,0.0,3.0,j-pop,67,0
0.648,0.904,0.0786,2.07e-06,0.0629,0.728,121.994,5.466116666666666,2020.0,6.0,0.0,4.0,j-pop,64,0
0.61,0.889,0.0585,0.0865,0.0657,0.506,139.903,4.112216666666667,1992.0,4.0,0.0,4.0,metal,64,0
0.649,0.896,0.056,1.19e-05,0.102,0.924,90.009,4.645116666666667,2010.0,10.0,0.0,4.0,metal,60,0
0.283,0.891,0.178,0.0038,0.159,0.226,92.049,4.30445,1994.0,2.0,1.0,4.0,metal,68,0
0.624,0.934,0.0436,2.67e-05,0.106,0.411,96.038,4.93135,2021.0,4.0,1.0,4.0,metal,54,0
0.325,0.985,0.151,0.107,0.351,0.221,125.307,6.543333333333333,1990.0,11.0,1.0,4.0,metal,65,0
0.428,0.874,0.128,0.0419,0.311,0.261,119.708,3.53755,1996.0,4.0,0.0,4.0,metal,63,0
0.435,0.987,0.16,0.0879,0.268,0.1,103.162,6.0971166666666665,1990.0,1.0,0.0,4.0,metal,64,0
0.532,0.941,0.0465,0.0527,0.15,0.278,102.198,8.232216666666666,1992.0,9.0,1.0,4.0,metal,60,0
0.214,0.931,0.143,3.09e-06,0.0797,0.233,162.115,5.80645,2022.0,7.0,0.0,4.0,metal,64,0
0.382,0.996,0.104,0.0,0.417,0.327,93.345,2.464,2009.0,7.0,1.0,4.0,metal,65,0
0.445,0.98,0.0731,0.163,0.129,0.285,155.045,4.26755,2014.0,5.0,0.0,4.0,metal,57,0
0.46,0.876,0.045,0.798,0.151,0.499,164.992,4.39645,2016.0,5.0,1.0,3.0,metal,35,0
0.732,0.63,0.232,5.52e-05,0.0996,0.47,97.972,3.4304666666666668,2024.0,0.0,1.0,4.0,hip-hop,40,0
0.33,0.869,0.325,0.000557,0.138,0.457,169.972,5.364683333333334,2024.0,11.0,0.0,4.0,hip-hop,15,0
0.743,0.789,0.27,0.0,0.314,0.663,92.998,2.416933333333333,2024.0,7.0,1.0,4.0,hip-hop,29,0
0.786,0.8,0.0971,0.00023,0.117,0.734,108.013,2.4814833333333333,2024.0,6.0,1.0,4.0,hip-hop,18,0
0.667,0.671,0.279,0.0,0.113,0.463,84.902,3.5764666666666667,2024.0,10.0,0.0,4.0,hip-hop,19,0
0.665,0.675,0.1,0.0,0.331,0.517,179.97,2.9111166666666666,2024.0,6.0,0.0,4.0,hip-hop,14,0
0.861,0.649,0.0988,0.00013,0.0989,0.673,105.969,2.1333333333333333,2024.0,8.0,1.0,4.0,hip-hop,11,0
0.816,0.71,0.154,0.000132,0.059,0.614,94.044,3.4893666666666667,2024.0,1.0,0.0,4.0,hip-hop,22,0
0.941,0.669,0.366,2e-05,0.0959,0.589,128.034,1.2505666666666666,2024.0,4.0,0.0,4.0,hip-hop,23,0
0.921,0.367,0.184,0.676,0.0902,0.512,140.04,3.2779833333333332,2024.0,1.0,1.0,4.0,hip-hop,20,0
0.611,0.71,0.369,0.0,0.123,0.552,85.931,2.91765,2024.0,7.0,1.0,4.0,hip-hop,13,0
0.927,0.663,0.278,0.000335,0.0674,0.621,129.987,2.2164,2024.0,2.0,1.0,4.0,hip-hop,30,0
0.862,0.65,0.341,0.0,0.0932,0.95,139.938,3.015216666666667,2024.0,11.0,0.0,4.0,hip-hop,12,0
0.468,0.721,0.41,0.0,0.304,0.811,173.048,2.6395833333333334,2024.0,4.0,0.0,4.0,hip-hop,19,0
0.591,0.743,0.305,3.15e-06,0.242,0.603,149.917,3.466666666666667,2024.0,7.0,0.0,4.0,hip-hop,14,0
0.815,0.595,0.175,0.064,0.0735,0.566,94.006,2.9654833333333332,2024.0,9.0,0.0,4.0,hip-hop,17,0
0.563,0.639,0.356,0.0,0.0874,0.528,102.342,2.5373666666666668,2024.0,0.0,1.0,5.0,hip-hop,18,0
0.81,0.618,0.0382,0.000254,0.0296,0.804,120.063,3.2453833333333333,1995.0,7.0,1.0,4.0,reggae,58,0
0.586,0.663,0.0825,0.0,0.198,0.693,170.743,3.62,2012.0,4.0,0.0,4.0,reggae,56,0
0.754,0.458,0.163,5.86e-06,0.106,0.744,84.603,4.366666666666666,2022.0,9.0,0.0,4.0,reggae,53,0
0.881,0.553,0.0487,0.0,0.0639,0.835,99.022,3.75155,2007.0,1.0,1.0,4.0,reggae,51,0
0.801,0.548,0.0516,0.000232,0.387,0.627,92.059,3.1347666666666667,2022.0,11.0,0.0,4.0,reggae,67,0
0.837,0.478,0.0627,0.00129,0.0569,0.81,78.746,4.246666666666667,2002.0,6.0,0.0,4.0,reggae,58,0
0.771,0.439,0.1,0.000452,0.13,0.892,157.436,1.8348,2016.0,0.0,0.0,4.0,reggae,51,0
0.773,0.54,0.103,0.0,0.131,0.322,84.115,4.666666666666667,1995.0,6.0,1.0,4.0,hip-hop,68,0
0.813,0.703,0.268,1.26e-06,0.237,0.241,94.828,3.7422166666666667,1995.0,11.0,0.0,4.0,hip-hop,68,0
0.848,0.666,0.274,0.000699,0.129,0.744,96.662,4.1928833333333335,1990.0,0.0,1.0,4.0,hip-hop,68,0
0.879,0.564,0.247,9.43e-06,0.0519,0.523,93.908,4.706216666666666,1996.0,10.0,0.0,4.0,hip-hop,67,0
0.59,0.672,0.412,1.04e-06,0.147,0.688,206.247,4.774,1993.0,1.0,1.0,4.0,hip-hop,67,0
0.782,0.589,0.189,0.0,0.164,0.869,90.438,3.7257833333333332,1999.0,1.0,1.0,4.0,hip-hop,67,0
0.734,0.864,0.303,9.85e-06,0.246,0.47,105.932,3.858216666666667,1998.0,2.0,1.0,4.0,hip-hop,66,0
0.671,0.737,0.108,0.00344,0.0596,0.197,90.519,5.17045,1995.0,0.0,1.0,4.0,hip-hop,66,0
0.88,0.814,0.14,0.00672,0.0584,0.942,138.083,4.717783333333333,1999.0,11.0,0.0,4.0,hip-hop,66,0
0.598,0.732,0.425,0.0,0.508,0.595,172.329,4.375116666666667,1993.0,4.0,1.0,4.0,hip-hop,68,0
0.833,0.619,0.0538,2.13e-05,0.159,0.901,109.92,5.109333333333334,2022.0,7.0,1.0,4.0,hip-hop,65,0
0.749,0.745,0.164,0.00403,0.333,0.481,101.972,3.2517833333333335,1992.0,2.0,1.0,4.0,hip-hop,65,0
0.866,0.534,0.229,0.266,0.0929,0.841,98.243,3.768883333333333,1999.0,11.0,1.0,4.0,hip-hop,65,0
0.679,0.509,0.0617,0.0,0.438,0.534,144.29,3.7257833333333332,1995.0,4.0,1.0,4.0,hip-hop,65,0
0.875,0.745,0.269,2.4e-06,0.287,0.75,95.203,3.624,1999.0,1.0,1.0,4.0,hip-hop,64,0
0.831,0.682,0.238,0.0,0.494,0.6,91.771,5.322666666666667,1994.0,7.0,1.0,4.0,hip-hop,64,0
0.804,0.443,0.134,0.0225,0.112,0.58,92.035,3.383783333333333,1994.0,6.0,0.0,4.0,hip-hop,64,0
0.634,0.763,0.323,3.4e-06,0.237,0.519,94.981,3.8028833333333334,1998.0,0.0,1.0,4.0,hip-hop,64,0
0.822,0.509,0.415,7.26e-06,0.771,0.823,102.007,4.85445,1993.0,8.0,0.0,4.0,hip-hop,64,0
0.846,0.416,0.118,9.34e-06,0.238,0.645,96.188,4.316666666666666,1993.0,10.0,0.0,4.0,hip-hop,66,0
0.934,0.459,0.189,0.0,0.222,0.697,103.04,3.99245,2022.0,1.0,1.0,4.0,hip-hop,64,0
0.884,0.679,0.282,0.00209,0.0289,0.591,76.993,3.97445,1998.0,10.0,0.0,4.0,hip-hop,64,0
0.634,0.845,0.352,5.29e-06,0.0598,0.929,94.0,3.95045,1999.0,11.0,0.0,4.0,hip-hop,64,0
0.838,0.72,0.384,1.11e-05,0.422,0.845,93.76,4.0491166666666665,2022.0,10.0,0.0,4.0,hip-hop,63,0
0.652,0.609,0.028,8.79e-06,0.0573,0.646,98.125,3.8351166666666665,1993.0,9.0,0.0,4.0,rock,65,0
0.619,0.501,0.174,0.000808,0.113,0.623,97.419,3.6668833333333333,2024.0,7.0,0.0,3.0,hip-hop,66,0
0.814,0.668,0.299,0.0,0.152,0.716,135.979,2.31555,2024.0,11.0,1.0,4.0,hip-hop,67,0
0.738,0.593,0.28,0.0,0.11,0.477,72.494,2.75845,2023.0,10.0,0.0,4.0,hip-hop,62,0
0.727,0.53,0.309,0.000392,0.101,0.444,122.949,2.8713333333333333,2024.0,0.0,0.0,4.0,hip-hop,64,0
0.637,0.722,0.0995,0.0,0.115,0.39,115.592,2.3192333333333335,2024.0,6.0,0.0,4.0,hip-hop,55,0
0.888,0.56,0.0449,2.24e-06,0.114,0.859,139.971,4.355333333333333,2023.0,8.0,0.0,4.0,hip-hop,44,0
0.605,0.668,0.0817,0.0,0.165,0.567,147.078,3.60645,2023.0,10.0,0.0,4.0,hip-hop,60,0
0.735,0.678,0.0959,3.97e-05,0.0936,0.708,145.9,3.818216666666667,2023.0,6.0,1.0,4.0,hip-hop,64,0
0.776,0.661,0.0534,6.7e-06,0.143,0.963,122.058,2.689233333333333,2024.0,6.0,0.0,4.0,hip-hop,58,0
0.777,0.408,0.0601,0.0113,0.105,0.346,102.029,2.85,2024.0,1.0,1.0,4.0,hip-hop,45,0
0.92,0.404,0.468,7.84e-06,0.0869,0.523,106.933,2.392516666666667,2020.0,2.0,0.0,4.0,hip-hop,37,0
0.702,0.693,0.191,0.0,0.0702,0.572,87.973,3.8873333333333333,2023.0,5.0,0.0,4.0,hip-hop,68,0
0.579,0.723,0.278,1.67e-05,0.0829,0.623,182.912,2.935783333333333,2023.0,6.0,1.0,3.0,hip-hop,45,0
0.781,0.73,0.144,0.0,0.133,0.581,133.021,3.0517833333333333,2023.0,11.0,0.0,4.0,hip-hop,51,0
0.804,0.791,0.0804,0.0,0.113,0.422,118.652,1.9557833333333334,2023.0,1.0,1.0,4.0,hip-hop,49,0
0.807,0.564,0.11,0.0,0.126,0.595,102.009,2.36,2024.0,0.0,0.0,4.0,hip-hop,27,0
0.924,0.531,0.453,0.0,0.114,0.532,122.03,4.196433333333333,2018.0,3.0,1.0,4.0,hip-hop,38,0
0.638,0.5,0.102,2.16e-06,0.159,0.336,147.065,3.8032166666666667,2023.0,0.0,1.0,4.0,hip-hop,41,0
0.578,0.572,0.103,6.91e-05,0.108,0.328,75.903,2.2623,2024.0,5.0,0.0,4.0,hip-hop,25,0
0.795,0.584,0.316,0.0,0.0801,0.686,143.951,3.2222166666666667,2023.0,2.0,0.0,4.0,hip-hop,51,0
0.772,0.676,0.146,2.11e-06,0.175,0.459,129.914,3.112216666666667,2023.0,8.0,0.0,4.0,hip-hop,45,0
0.871,0.7,0.206,4.21e-05,0.102,0.543,94.054,2.240666666666667,2023.0,2.0,1.0,4.0,hip-hop,60,0
0.534,0.747,0.315,0.0,0.21,0.523,98.229,3.26815,2023.0,1.0,0.0,3.0,hip-hop,46,0
0.509,0.817,0.058,0.233,0.339,0.139,117.88,4.55465,2023.0,5.0,1.0,4.0,hip-hop,51,0
0.709,0.602,0.273,6.3e-05,0.312,0.844,159.971,3.2362166666666665,2024.0,7.0,1.0,4.0,k-pop,62,0
0.811,0.759,0.0535,9.24e-06,0.145,0.83,117.005,2.5481666666666665,2024.0,5.0,0.0,4.0,k-pop,63,0
0.72,0.568,0.051,0.0,0.164,0.634,105.964,3.7644166666666665,2024.0,1.0,1.0,4.0,k-pop,61,0
0.546,0.879,0.348,0.0,0.166,0.6,105.036,2.93905,2024.0,2.0,0.0,4.0,k-pop,50,0
0.765,0.831,0.0476,0.0,0.324,0.778,120.007,3.27035,2024.0,5.0,0.0,4.0,k-pop,54,0
0.807,0.828,0.0628,7.91e-06,0.143,0.672,104.978,2.4660333333333333,2024.0,1.0,1.0,4.0,k-pop,49,0
0.573,0.693,0.321,0.00424,0.196,0.837,150.85,2.8716,2024.0,6.0,1.0,5.0,latin,25,0
0.801,0.635,0.0359,0.000489,0.088,0.286,119.037,2.5546166666666665,2024.0,7.0,1.0,4.0,latin,20,0
0.458,0.268,0.0386,0.0,0.105,0.335,179.277,2.44445,2024.0,2.0,1.0,4.0,latin,18,0
0.698,0.41,0.24,0.0,0.11,0.189,144.206,2.6666666666666665,2024.0,2.0,1.0,4.0,latin,22,0
0.452,0.538,0.251,0.0105,0.118,0.318,87.166,1.74815,2023.0,5.0,0.0,5.0,latin,12,0
0.656,0.338,0.358,0.0,0.583,0.49,121.957,2.1639333333333335,2023.0,2.0,0.0,4.0,latin,13,0
0.713,0.59,0.0823,5.47e-05,0.191,0.494,82.983,2.5957333333333334,2024.0,1.0,0.0,4.0,latin,39,0
0.683,0.501,0.051,6.83e-06,0.184,0.234,135.204,2.867183333333333,2019.0,0.0,1.0,4.0,latin,35,0
0.699,0.571,0.0447,0.0,0.431,0.38,124.915,3.2778833333333335,2019.0,4.0,0.0,4.0,latin,38,0
0.784,0.876,0.0329,0.0231,0.125,0.517,122.96,4.468266666666667,2019.0,5.0,0.0,4.0,latin,42,0
0.79,0.453,0.0992,0.0,0.0996,0.591,148.139,2.9731833333333335,2019.0,5.0,0.0,4.0,latin,39,0
0.781,0.786,0.0885,5.88e-06,0.107,0.759,111.989,3.8042166666666666,2023.0,6.0,0.0,4.0,latin,68,0
0.842,0.528,0.0845,0.00346,0.0481,0.476,105.972,2.316666666666667,2021.0,5.0,1.0,4.0,latin,12,0
0.75,0.828,0.101,0.0,0.0647,0.91,173.876,2.88175,2023.0,10.0,0.0,4.0,latin,12,0
0.872,0.521,0.0837,0.00706,0.0799,0.736,97.981,2.0204,2024.0,6.0,0.0,4.0,latin,19,0
0.698,0.782,0.278,0.00467,0.0686,0.881,189.901,2.2559,2024.0,10.0,0.0,4.0,latin,22,0
0.667,0.449,0.22,0.0432,0.0953,0.386,199.905,2.794983333333333,2022.0,6.0,0.0,4.0,latin,13,0
0.487,0.546,0.209,0.0,0.125,0.446,83.006,2.5166666666666666,2019.0,7.0,1.0,4.0,latin,33,0
0.772,0.821,0.326,0.000231,0.0888,0.55,175.818,3.3636333333333335,2019.0,6.0,0.0,4.0,latin,32,0
0.56,0.311,0.038,6.02e-05,0.0706,0.452,180.05,2.6933333333333334,2019.0,9.0,1.0,4.0,latin,61,0
0.76,0.535,0.043,1.02e-05,0.0904,0.501,139.871,2.7032,2020.0,0.0,1.0,4.0,latin,28,0
0.597,0.272,0.112,0.0,0.153,0.341,126.83,2.8524333333333334,2020.0,2.0,0.0,4.0,latin,32,0
0.836,0.415,0.424,0.000523,0.123,0.131,169.999,3.5071333333333334,2019.0,7.0,1.0,4.0,latin,26,0
0.46,0.413,0.186,1.8e-06,0.116,0.128,84.999,3.276466666666667,2020.0,0.0,1.0,4.0,latin,31,0
0.697,0.146,0.042,0.00353,0.137,0.432,105.081,2.5903833333333335,2019.0,4.0,0.0,4.0,latin,19,0
0.669,0.337,0.0416,0.0119,0.123,0.297,120.03,3.2416666666666667,2020.0,7.0,1.0,4.0,latin,24,0
0.674,0.584,0.449,0.229,0.207,0.098,106.66,2.6444833333333335,2020.0,1.0,1.0,3.0,latin,22,0
0.366,0.308,0.0382,2.23e-05,0.0932,0.0999,118.915,3.566666666666667,2020.0,4.0,1.0,4.0,latin,57,0
0.612,0.737,0.284,0.0244,0.101,0.532,171.924,2.511633333333333,2019.0,1.0,1.0,4.0,latin,22,0
0.775,0.585,0.261,0.307,0.213,0.446,113.312,2.7647,2020.0,9.0,1.0,5.0,latin,19,0
0.456,0.35,0.0388,0.024,0.0838,0.233,161.747,3.9012333333333333,2020.0,1.0,1.0,4.0,latin,25,0
0.691,0.655,0.0703,3.83e-06,0.243,0.187,100.002,3.237983333333333,2020.0,9.0,0.0,4.0,latin,15,0
0.48,0.408,0.0497,0.0,0.0977,0.474,119.43,4.558433333333333,2020.0,7.0,0.0,5.0,latin,31,0
0.889,0.304,0.23,0.324,0.109,0.619,82.939,2.58415,2020.0,9.0,0.0,4.0,latin,44,0
0.917,0.377,0.161,0.00367,0.298,0.398,134.994,2.7037,2020.0,2.0,1.0,4.0,latin,50,0
0.554,0.656,0.5,0.0,0.0878,0.438,131.372,5.2107,2018.0,7.0,0.0,4.0,latin,22,0
0.764,0.357,0.139,0.0,0.107,0.552,130.0,2.2842166666666666,2020.0,4.0,1.0,4.0,latin,47,0
0.655,0.312,0.246,0.305,0.147,0.454,103.195,2.5165166666666665,2019.0,6.0,0.0,4.0,latin,40,0
0.796,0.683,0.15,0.0,0.107,0.353,140.108,3.4621833333333334,2019.0,10.0,0.0,4.0,latin,63,0
0.698,0.539,0.0386,2.61e-05,0.122,0.213,120.071,3.6133333333333333,2020.0,0.0,1.0,4.0,latin,33,0
0.846,0.665,0.209,0.000665,0.0818,0.568,100.05,2.4325,2020.0,0.0,1.0,4.0,latin,21,0
0.635,0.567,0.0575,0.0153,0.0898,0.439,103.049,3.7434833333333333,2020.0,6.0,0.0,4.0,latin,21,0
0.666,0.257,0.0562,0.000263,0.103,0.337,70.01,3.737233333333333,2020.0,5.0,1.0,4.0,latin,12,0
0.662,0.483,0.133,0.00224,0.482,0.492,160.078,3.5171,2020.0,1.0,0.0,4.0,latin,27,0
0.667,0.766,0.156,2.85e-05,0.208,0.496,179.945,3.448166666666667,2020.0,11.0,0.0,4.0,latin,48,0
0.66,0.775,0.311,0.000501,0.0915,0.372,195.812,4.08195,2019.0,8.0,0.0,4.0,latin,23,0
0.861,0.33,0.055,0.000157,0.13,0.582,119.003,2.7395,2020.0,6.0,1.0,4.0,latin,27,0
0.687,0.706,0.276,0.172,0.11,0.758,188.006,3.24125,2020.0,6.0,0.0,4.0,latin,43,0
0.84,0.548,0.0773,0.0,0.362,0.654,93.014,3.18555,2020.0,5.0,1.0,4.0,latin,30,0
0.703,0.413,0.122,0.0133,0.352,0.5,81.026,3.891983333333333,2019.0,4.0,0.0,4.0,latin,26,0
0.802,0.438,0.0546,0.0143,0.0687,0.263,139.963,3.8035666666666668,2020.0,0.0,1.0,4.0,latin,26,0
0.611,0.449,0.0338,0.000561,0.149,0.414,90.031,3.63555,2019.0,11.0,0.0,4.0,latin,18,0
0.414,0.319,0.0734,0.0,0.349,0.377,195.48,4.1135166666666665,2019.0,5.0,1.0,4.0,latin,15,0
0.596,0.329,0.0501,0.0,0.0754,0.284,180.005,2.6708333333333334,2020.0,9.0,1.0,3.0,latin,34,0
0.667,0.613,0.0412,0.0,0.174,0.54,105.064,3.0913666666666666,2019.0,8.0,0.0,4.0,latin,54,0
0.596,0.304,0.0341,0.237,0.127,0.0548,141.904,3.9331666666666667,2020.0,0.0,0.0,4.0,latin,25,0
0.544,0.599,0.204,1.23e-05,0.365,0.656,133.957,3.2985,2020.0,6.0,1.0,4.0,latin,36,0
0.715,0.182,0.0507,5.92e-05,0.301,0.393,128.009,3.4022,2020.0,5.0,0.0,3.0,latin,51,0
0.733,0.846,0.0662,0.0,0.0947,0.961,176.009,2.9560166666666667,2019.0,7.0,1.0,4.0,latin,37,0
0.779,0.554,0.0479,0.114,0.0965,0.397,110.037,2.87725,2020.0,5.0,1.0,4.0,latin,28,0
0.572,0.263,0.0336,0.000189,0.123,0.289,68.056,2.2395833333333335,2019.0,1.0,0.0,3.0,latin,16,0
0.852,0.507,0.0692,4.99e-06,0.32,0.498,109.996,3.3272666666666666,2019.0,11.0,1.0,4.0,latin,36,0
0.834,0.621,0.402,0.000686,0.184,0.723,153.939,2.8719833333333336,2020.0,11.0,0.0,4.0,latin,38,0
0.637,0.328,0.0419,4.79e-05,0.0927,0.2,110.015,2.9136333333333333,2020.0,9.0,0.0,4.0,latin,19,0
0.802,0.476,0.0563,0.0,0.295,0.644,97.945,2.8892333333333333,2020.0,9.0,1.0,4.0,latin,33,0
0.49,0.316,0.0669,0.0,0.0985,0.575,147.96,3.2781666666666665,2020.0,11.0,1.0,4.0,latin,39,0
0.61,0.417,0.0451,0.127,0.102,0.25,122.976,5.4355,2020.0,4.0,0.0,4.0,latin,26,0
0.484,0.495,0.0462,0.0,0.109,0.351,152.967,3.8520166666666666,2020.0,5.0,0.0,3.0,latin,21,0
0.672,0.684,0.316,0.0261,0.183,0.62,75.233,3.0469333333333335,2019.0,9.0,0.0,3.0,latin,63,0
0.7,0.644,0.036,0.0124,0.113,0.296,115.001,5.2988,2019.0,8.0,0.0,4.0,latin,20,0
0.592,0.777,0.256,2.08e-06,0.106,0.109,196.076,3.63755,2020.0,6.0,0.0,4.0,latin,17,0
0.736,0.459,0.0576,0.0,0.111,0.459,123.942,2.8613166666666667,2019.0,0.0,1.0,4.0,latin,14,0
0.741,0.3,0.397,0.0,0.135,0.427,119.711,3.0513833333333333,2020.0,7.0,0.0,5.0,latin,42,0
0.801,0.399,0.107,1.5e-06,0.239,0.359,124.049,2.9080166666666667,2021.0,2.0,0.0,4.0,latin,36,0
0.856,0.408,0.0401,0.0759,0.271,0.542,104.975,2.47605,2021.0,9.0,0.0,4.0,latin,40,0
