danceability,energy,speechiness,instrumentalness,liveness,valence,tempo,duration_min,release_year,key,mode,time_signature,playlist_genre,track_popularity,label_kaggle
0.693,0.811,0.0313,0.0,0.106,0.944,139.959,2.560433333333333,2024.0,5.0,1.0,4.0,j-pop,69,1
0.576,0.808,0.0407,0.0,0.127,0.172,115.063,2.054883333333333,2024.0,1.0,1.0,4.0,j-pop,68,1
0.436,0.951,0.202,0.0,0.149,0.428,169.955,3.722,2023.0,7.0,0.0,4.0,j-pop,68,1
0.829,0.514,0.0531,1.45e-06,0.231,0.757,82.05,3.7759666666666667,2024.0,2.0,1.0,4.0,j-pop,68,1
0.543,0.836,0.0353,0.431,0.153,0.56,105.173,8.589783333333333,1986.0,4.0,0.0,4.0,metal,75,1
0.285,0.908,0.0705,0.00909,0.311,0.669,159.756,4.2122166666666665,2022.0,4.0,0.0,4.0,metal,71,1
0.43,0.704,0.0804,0.00221,0.0933,0.703,118.242,5.252,1992.0,1.0,0.0,4.0,metal,73,1
0.417,0.934,0.119,0.0015,0.132,0.287,127.066,3.504,2001.0,7.0,0.0,4.0,metal,83,1
0.283,0.891,0.178,0.0038,0.159,0.226,92.049,4.30445,1994.0,2.0,1.0,4.0,metal,68,1
0.437,0.695,0.0617,0.0857,0.124,0.413,102.178,7.457333333333334,1988.0,7.0,1.0,3.0,metal,72,1
0.365,0.763,0.0591,0.000457,0.0865,0.342,148.366,3.41445,1988.0,11.0,0.0,4.0,metal,69,1
0.415,0.908,0.0765,0.0345,0.082,0.437,114.816,4.058883333333333,1990.0,2.0,1.0,4.0,metal,71,1
0.354,0.982,0.168,0.000294,0.204,0.194,143.772,4.210216666666667,2022.0,4.0,0.0,4.0,metal,80,1
0.577,0.828,0.0298,0.0114,0.0581,0.604,123.257,5.521116666666667,1991.0,6.0,0.0,4.0,metal,79,1
0.58,0.916,0.0387,0.0259,0.126,0.683,118.004,5.09845,2013.0,3.0,0.0,4.0,metal,75,1
0.353,0.898,0.052,0.105,0.39,0.525,103.299,4.262216666666666,1998.0,2.0,1.0,4.0,metal,77,1
0.59,0.963,0.0676,0.000105,0.0781,0.586,125.033,3.713783333333333,1998.0,0.0,0.0,4.0,metal,77,1
0.554,0.949,0.0787,9.98e-05,0.2,0.233,129.984,6.240883333333334,2010.0,2.0,1.0,4.0,metal,70,1
0.443,0.781,0.0377,0.205,0.166,0.372,71.841,3.5793333333333335,1997.0,1.0,1.0,4.0,metal,77,1
0.567,0.714,0.0302,0.417,0.186,0.191,107.441,6.72555,2001.0,9.0,0.0,3.0,metal,68,1
0.669,0.821,0.29,0.0,0.147,0.684,94.895,3.95955,1992.0,11.0,0.0,4.0,hip-hop,76,1
0.916,0.72,0.1,0.00016,0.0958,0.761,103.314,3.95,1980.0,0.0,1.0,4.0,reggae,79,1
0.836,0.661,0.338,0.0,0.449,0.753,76.71,3.5533333333333332,2005.0,7.0,0.0,4.0,reggae,68,1
0.883,0.733,0.128,0.00026,0.334,0.946,95.107,4.083333333333333,1993.0,11.0,0.0,4.0,reggae,68,1
0.929,0.463,0.308,5.3e-06,0.0634,0.755,124.084,4.264,1983.0,9.0,1.0,4.0,reggae,70,1
0.816,0.775,0.234,0.00031,0.0543,0.527,93.431,4.509783333333333,1999.0,11.0,1.0,4.0,hip-hop,81,1
0.901,0.697,0.28,0.0,0.287,0.67,93.941,3.83045,1997.0,9.0,1.0,4.0,hip-hop,78,1
0.535,0.505,0.245,0.0,0.0923,0.495,99.935,5.337783333333333,1998.0,2.0,0.0,4.0,hip-hop,74,1
0.874,0.63,0.298,0.00479,0.0582,0.717,95.0,4.693333333333333,1997.0,1.0,1.0,4.0,hip-hop,74,1
0.763,0.786,0.229,0.0114,0.0817,0.504,93.857,5.425116666666667,1995.0,10.0,0.0,4.0,hip-hop,74,1
0.584,0.706,0.366,0.0,0.125,0.579,174.039,4.22555,1995.0,10.0,0.0,4.0,hip-hop,73,1
0.9,0.62,0.312,0.00156,0.0647,0.867,94.121,3.9466666666666668,1998.0,4.0,0.0,4.0,hip-hop,72,1
0.889,0.818,0.253,0.0,0.179,0.782,96.063,5.046,1994.0,9.0,1.0,4.0,hip-hop,73,1
0.669,0.821,0.29,0.0,0.147,0.684,94.895,3.95955,1992.0,11.0,0.0,4.0,hip-hop,76,1
0.512,0.514,0.387,0.00958,0.126,0.565,181.033,4.20045,1993.0,11.0,0.0,4.0,hip-hop,72,1
0.897,0.611,0.211,0.186,0.0894,0.769,102.304,3.4711166666666666,1993.0,11.0,1.0,4.0,hip-hop,70,1
0.918,0.734,0.269,8.01e-06,0.191,0.608,97.044,3.844883333333333,1996.0,11.0,0.0,4.0,hip-hop,70,1
0.665,0.91,0.223,0.0,0.227,0.887,84.099,4.89955,1994.0,6.0,0.0,4.0,hip-hop,70,1
0.934,0.735,0.251,8.6e-06,0.107,0.768,101.368,4.551783333333334,1994.0,1.0,1.0,4.0,hip-hop,69,1
0.773,0.54,0.103,0.0,0.131,0.322,84.115,4.666666666666667,1995.0,6.0,1.0,4.0,hip-hop,68,1
0.813,0.703,0.268,1.26e-06,0.237,0.241,94.828,3.7422166666666667,1995.0,11.0,0.0,4.0,hip-hop,68,1
0.845,0.884,0.0759,2.1e-06,0.203,0.904,104.536,4.29,1997.0,6.0,0.0,4.0,hip-hop,72,1
0.848,0.666,0.274,0.000699,0.129,0.744,96.662,4.1928833333333335,1990.0,0.0,1.0,4.0,hip-hop,68,1
0.598,0.732,0.425,0.0,0.508,0.595,172.329,4.375116666666667,1993.0,4.0,1.0,4.0,hip-hop,68,1
0.532,0.767,0.0574,0.000513,0.39,0.755,127.361,3.502883333333333,1980.0,7.0,1.0,4.0,rock,81,1
0.645,0.795,0.0527,0.00389,0.104,0.535,112.067,4.191483333333333,1985.0,7.0,1.0,4.0,rock,85,1
0.491,0.802,0.0392,0.0,0.387,0.472,119.25,4.14845,2001.0,4.0,1.0,4.0,rock,72,1
0.671,0.373,0.0323,8.01e-05,0.0481,0.732,92.718,4.93155,1982.0,9.0,1.0,4.0,rock,83,1
0.31,0.7,0.047,0.00965,0.0828,0.763,188.386,4.258216666666667,1980.0,9.0,1.0,4.0,rock,83,1
0.527,0.942,0.0366,0.0,0.188,0.495,148.723,4.0217833333333335,1984.0,1.0,0.0,4.0,rock,82,1
0.541,0.959,0.0505,2.18e-06,0.344,0.812,122.805,3.7117833333333334,1986.0,0.0,0.0,4.0,rock,81,1
0.509,0.834,0.0386,0.0,0.0732,0.774,139.13,3.6008833333333334,1984.0,2.0,1.0,4.0,rock,80,1
0.743,0.836,0.116,0.0,0.384,0.82,113.375,3.149783333333333,2022.0,2.0,1.0,4.0,rock,80,1
0.671,0.712,0.0476,0.0,0.103,0.462,113.805,4.140666666666666,1982.0,2.0,1.0,4.0,rock,79,1
0.535,0.716,0.0431,0.0,0.659,0.901,94.379,2.91955,1981.0,4.0,1.0,4.0,rock,77,1
0.631,0.932,0.0354,0.137,0.0918,0.971,122.431,3.5511166666666667,1981.0,5.0,1.0,4.0,rock,76,1
0.572,0.835,0.0317,0.000377,0.0702,0.795,129.981,4.026666666666666,1984.0,0.0,1.0,4.0,rock,75,1
0.623,0.449,0.0253,0.0,0.0613,0.573,84.383,4.266666666666667,1989.0,5.0,1.0,4.0,rock,75,1
0.529,0.843,0.0616,0.000827,0.0608,0.188,117.662,5.1722166666666665,2022.0,6.0,0.0,4.0,rock,74,1
0.389,0.873,0.0475,0.0055,0.273,0.303,106.767,5.204883333333333,1980.0,4.0,0.0,4.0,rock,73,1
0.558,0.768,0.0343,0.0626,0.124,0.429,81.909,4.342883333333333,1981.0,2.0,1.0,4.0,rock,73,1
0.516,0.549,0.0373,0.00572,0.184,0.907,176.941,4.812216666666667,1984.0,6.0,1.0,4.0,rock,73,1
0.489,0.758,0.0297,0.49,0.092,0.435,112.113,6.190216666666666,2022.0,7.0,1.0,4.0,rock,72,1
0.398,0.952,0.061,7.75e-05,0.1,0.584,122.093,4.644666666666667,1984.0,4.0,1.0,4.0,rock,72,1
0.766,0.478,0.0329,2.49e-06,0.165,0.965,114.02,2.9726666666666666,1989.0,7.0,1.0,4.0,rock,73,1
0.267,0.953,0.096,0.0,0.283,0.568,84.989,4.455116666666667,1987.0,1.0,0.0,4.0,rock,72,1
0.253,0.803,0.0392,0.0146,0.309,0.258,150.036,5.14445,1986.0,7.0,1.0,4.0,rock,72,1
0.526,0.978,0.108,4.75e-05,0.0744,0.451,141.167,3.5037833333333332,1984.0,8.0,1.0,4.0,rock,72,1
0.561,0.811,0.0265,3.66e-05,0.287,0.635,126.59,3.8878333333333335,1984.0,4.0,1.0,4.0,rock,71,1
0.797,0.872,0.0575,0.0,0.284,0.866,129.885,3.707116666666667,2022.0,9.0,0.0,4.0,rock,71,1
0.285,0.908,0.0705,0.00909,0.311,0.669,159.756,4.2122166666666665,2022.0,4.0,0.0,4.0,rock,71,1
0.932,0.528,0.161,0.329,0.163,0.757,109.975,3.57755,1980.0,5.0,0.0,4.0,rock,71,1
0.691,0.812,0.0558,1.16e-06,0.299,0.685,127.568,3.6771166666666666,1982.0,0.0,1.0,4.0,rock,71,1
0.398,0.93,0.0615,0.121,0.0874,0.725,190.818,6.802883333333333,2022.0,11.0,1.0,4.0,rock,71,1
0.511,0.942,0.0429,1.87e-05,0.139,0.498,97.909,6.561116666666667,1985.0,0.0,1.0,4.0,rock,71,1
0.475,0.899,0.0637,1.91e-05,0.14,0.603,152.445,3.84445,1984.0,9.0,0.0,4.0,rock,72,1
0.469,0.96,0.0629,1.81e-06,0.334,0.37,131.707,5.390883333333333,1983.0,4.0,0.0,4.0,rock,70,1
0.574,0.96,0.032,0.0,0.121,0.978,117.486,4.24555,1984.0,9.0,1.0,4.0,rock,70,1
0.741,0.58,0.0304,3.61e-05,0.212,0.944,127.402,2.85445,1980.0,4.0,1.0,4.0,rock,70,1
0.365,0.763,0.0591,0.000457,0.0865,0.342,148.366,3.41445,1988.0,11.0,0.0,4.0,rock,69,1
0.591,0.804,0.0454,5.98e-06,0.0818,0.658,111.457,5.490216666666667,1981.0,0.0,1.0,4.0,rock,69,1
0.753,0.427,0.0387,0.00065,0.058,0.295,119.18,4.261333333333333,1987.0,0.0,1.0,4.0,rock,69,1
0.799,0.506,0.0606,0.00107,0.0365,0.518,140.309,4.04445,1980.0,2.0,1.0,4.0,rock,69,1
0.785,0.737,0.0363,0.000107,0.108,0.971,125.447,3.6493333333333333,2022.0,9.0,1.0,4.0,rock,69,1
0.659,0.846,0.0274,0.0144,0.203,0.659,107.01,5.9106,1987.0,7.0,1.0,4.0,rock,69,1
0.553,0.833,0.0347,0.00246,0.0737,0.773,142.663,3.5371166666666665,2004.0,2.0,0.0,4.0,rock,69,1
0.503,0.858,0.0657,0.00234,0.0803,0.419,133.615,3.47755,1986.0,8.0,1.0,5.0,rock,68,1
0.531,0.632,0.0312,1.14e-05,0.364,0.294,140.176,4.336216666666667,1988.0,6.0,1.0,4.0,rock,68,1
0.823,0.691,0.197,1.73e-06,0.1,0.707,119.96,3.1469666666666667,2024.0,9.0,0.0,4.0,hip-hop,74,1
0.724,0.78,0.354,0.0,0.139,0.72,134.937,2.8466666666666667,2024.0,1.0,0.0,5.0,hip-hop,70,1
0.702,0.693,0.191,0.0,0.0702,0.572,87.973,3.8873333333333333,2023.0,5.0,0.0,4.0,hip-hop,68,1
0.682,0.926,0.0607,0.0,0.19,0.86,105.969,2.714,2024.0,3.0,0.0,4.0,k-pop,73,1
0.668,0.628,0.046,0.0,0.0293,0.568,140.053,2.30355,2024.0,8.0,1.0,4.0,k-pop,83,1
0.745,0.747,0.0815,1.69e-06,0.0738,0.363,120.073,2.981333333333333,2024.0,11.0,0.0,4.0,k-pop,72,1
0.695,0.786,0.0666,1.41e-06,0.109,0.465,91.992,3.27445,2024.0,9.0,1.0,4.0,k-pop,74,1
0.77,0.597,0.223,0.0,0.239,0.875,170.022,3.161783333333333,2024.0,1.0,1.0,4.0,k-pop,72,1
0.875,0.782,0.078,0.0,0.113,0.906,108.038,2.7951166666666665,2024.0,5.0,0.0,4.0,k-pop,78,1
0.803,0.895,0.0623,5.67e-06,0.154,0.757,124.994,3.65045,2024.0,1.0,1.0,4.0,k-pop,78,1
0.774,0.728,0.169,0.0,0.0473,0.461,140.041,2.8392833333333334,2024.0,2.0,1.0,4.0,k-pop,78,1
0.871,0.5,0.103,3.49e-06,0.0672,0.76,101.959,2.8059833333333333,2024.0,11.0,0.0,4.0,k-pop,75,1
0.801,0.774,0.157,0.0,0.0968,0.383,109.945,3.1346666666666665,2024.0,1.0,1.0,4.0,k-pop,69,1
0.644,0.872,0.0417,0.0,0.363,0.378,131.016,3.582883333333333,2023.0,6.0,0.0,4.0,k-pop,78,1
0.521,0.592,0.0304,0.0,0.122,0.535,157.969,4.194466666666667,2024.0,6.0,0.0,3.0,pop,100,1
0.777,0.783,0.26,0.0,0.355,0.939,149.027,2.83195,2024.0,0.0,0.0,4.0,pop,98,1
0.747,0.507,0.0358,0.0608,0.117,0.438,104.978,3.5062166666666665,2024.0,2.0,1.0,4.0,pop,97,1
0.554,0.808,0.0368,0.0,0.159,0.372,108.548,2.7716666666666665,2024.0,1.0,1.0,4.0,pop,93,1
0.66,0.756,0.032,0.0,0.193,0.838,116.034,2.848133333333333,2024.0,0.0,0.0,4.0,pop,92,1
0.487,0.711,0.0322,0.0,0.152,0.317,146.921,2.52745,2024.0,8.0,1.0,4.0,pop,71,1
0.494,0.413,0.0254,6.72e-05,0.193,0.273,94.938,3.532983333333333,2024.0,11.0,1.0,4.0,pop,93,1
0.674,0.907,0.064,0.0,0.297,0.721,112.964,2.6213333333333333,2024.0,3.0,1.0,4.0,pop,93,1
0.694,0.651,0.0784,1.36e-05,0.0787,0.471,112.648,3.764683333333333,2024.0,6.0,1.0,3.0,pop,93,1
0.467,0.247,0.0431,0.000271,0.17,0.126,148.101,4.357783333333333,2024.0,6.0,0.0,4.0,pop,93,1
0.699,0.776,0.0293,5.36e-06,0.205,0.708,103.963,2.9243166666666665,2024.0,0.0,1.0,4.0,pop,88,1
0.769,0.722,0.0507,2.56e-06,0.111,0.57,119.973,4.266666666666667,2024.0,11.0,0.0,4.0,pop,92,1
0.7,0.582,0.0356,0.0,0.0881,0.785,116.712,3.6404,2024.0,11.0,0.0,4.0,pop,94,1
0.833,0.563,0.204,1.27e-05,0.139,0.343,105.008,3.047616666666667,2024.0,4.0,0.0,4.0,pop,82,1
0.336,0.627,0.0384,0.0,0.0708,0.35,150.273,4.01845,1994.0,7.0,1.0,4.0,pop,87,1
0.733,0.598,0.0278,3.71e-06,0.156,0.935,107.732,4.432666666666667,2023.0,2.0,1.0,4.0,pop,72,1
0.472,0.471,0.0603,0.0,0.14,0.219,105.029,3.0050666666666666,2024.0,10.0,1.0,3.0,pop,89,1
0.924,0.668,0.0469,0.000594,0.0678,0.787,128.027,3.263733333333333,2024.0,11.0,1.0,4.0,pop,93,1
0.466,0.872,0.0336,0.0,0.121,0.806,184.115,3.1738,2024.0,7.0,1.0,4.0,pop,79,1
0.675,0.586,0.0531,0.0,0.104,0.621,107.015,3.1060833333333333,2024.0,9.0,1.0,4.0,pop,87,1
0.53,0.406,0.033,0.0,0.133,0.338,115.94,2.6191166666666668,2024.0,10.0,1.0,3.0,pop,90,1
0.448,0.369,0.0452,0.272,0.638,0.0998,174.097,3.4702,2015.0,9.0,1.0,3.0,pop,88,1
0.687,0.627,0.181,0.0,0.0893,0.47,155.865,3.4344333333333332,2024.0,7.0,1.0,4.0,pop,78,1
0.612,0.807,0.0336,0.0177,0.101,0.398,124.053,4.006666666666667,2013.0,10.0,1.0,4.0,pop,90,1
0.464,0.417,0.0256,0.022,0.0974,0.479,67.528,3.065933333333333,2013.0,0.0,0.0,4.0,pop,90,1
0.561,0.604,0.0337,1.9e-05,0.104,0.242,159.92,3.5114833333333335,2023.0,9.0,1.0,3.0,pop,89,1
0.558,0.559,0.0959,7.49e-06,0.109,0.62,78.558,3.00645,2017.0,6.0,1.0,4.0,pop,90,1
0.429,0.661,0.0281,0.000121,0.234,0.285,173.372,4.4462166666666665,2000.0,11.0,1.0,4.0,pop,89,1
0.505,0.812,0.461,0.0,0.444,0.664,80.09,4.265266666666666,2024.0,1.0,1.0,4.0,pop,88,1
0.853,0.56,0.0406,0.0,0.0944,0.86,134.066,3.4448833333333333,2016.0,1.0,1.0,4.0,pop,88,1
0.726,0.698,0.0431,0.0,0.309,0.867,143.994,3.8913,2012.0,5.0,1.0,4.0,pop,89,1
0.739,0.727,0.0426,0.0,0.104,0.676,94.99,2.8645,2024.0,11.0,0.0,4.0,pop,90,1
0.392,0.555,0.039,0.000253,0.13,0.191,96.063,4.633583333333333,2024.0,4.0,0.0,3.0,pop,87,1
0.672,0.52,0.0353,0.0,0.115,0.37,120.001,3.776666666666667,2014.0,8.0,1.0,4.0,pop,89,1
0.598,0.47,0.0496,0.0,0.505,0.879,67.086,2.10445,1964.0,8.0,1.0,4.0,pop,83,1
0.264,0.64,0.0442,2.31e-06,0.151,0.19,84.828,4.078083333333334,2023.0,8.0,1.0,4.0,pop,89,1
0.635,0.841,0.0422,0.0,0.0622,0.424,109.021,3.6789,2010.0,5.0,1.0,4.0,pop,85,1
0.722,0.706,0.0292,0.0,0.067,0.599,80.969,2.8548666666666667,2024.0,9.0,1.0,4.0,pop,84,1
0.482,0.757,0.0355,0.0016,0.143,0.12,142.579,1.4497333333333333,2023.0,6.0,1.0,4.0,pop,88,1
0.315,0.715,0.0362,7.97e-06,0.0942,0.497,155.925,4.82555,2022.0,11.0,0.0,3.0,pop,87,1
0.556,0.864,0.0584,0.0,0.209,0.4,105.143,3.6146666666666665,2022.0,3.0,0.0,4.0,pop,88,1
0.74,0.643,0.0413,0.00229,0.0407,0.96,117.025,4.1904,2024.0,10.0,1.0,4.0,pop,84,1
0.633,0.725,0.0427,0.0,0.205,0.64,130.504,3.719866666666667,2024.0,5.0,1.0,4.0,pop,87,1
0.483,0.731,0.0381,0.0,0.151,0.484,101.654,3.4046666666666665,2014.0,1.0,1.0,4.0,pop,85,1
0.571,0.928,0.0453,0.0,0.297,0.488,127.939,2.783533333333333,2024.0,4.0,0.0,4.0,pop,78,1
0.745,0.513,0.087,0.0,0.216,0.929,109.935,2.577,2024.0,1.0,1.0,3.0,pop,88,1
0.724,0.689,0.0524,6.77e-06,0.0922,0.936,120.208,2.4356833333333334,2024.0,7.0,0.0,3.0,pop,89,1
0.525,0.621,0.117,0.0,0.291,0.592,191.868,3.40155,2014.0,7.0,1.0,4.0,pop,82,1
0.754,0.424,0.0363,0.0,0.0652,0.806,119.705,2.1828833333333333,1957.0,2.0,1.0,4.0,pop,80,1
0.645,0.646,0.0427,3.04e-05,0.074,0.295,115.842,3.81065,2024.0,5.0,1.0,4.0,pop,86,1
0.757,0.789,0.0583,0.0,0.0717,0.464,91.911,3.3695666666666666,2022.0,5.0,0.0,4.0,latin,78,1
0.911,0.778,0.262,2.16e-05,0.179,0.345,96.057,2.7128,2023.0,5.0,1.0,4.0,latin,84,1
0.781,0.786,0.0885,5.88e-06,0.107,0.759,111.989,3.8042166666666666,2023.0,6.0,0.0,4.0,latin,68,1
0.584,0.411,0.0838,4.47e-05,0.0955,0.412,169.934,3.6294833333333334,2020.0,10.0,0.0,4.0,latin,71,1
0.82,0.804,0.0528,0.00215,0.064,0.844,110.982,3.5333,2021.0,9.0,1.0,4.0,latin,68,1
0.75,0.522,0.0293,0.0,0.0743,0.601,110.427,5.359266666666667,2021.0,9.0,1.0,4.0,latin,78,1
0.617,0.888,0.0402,0.0,0.162,0.771,130.97,4.009333333333333,2016.0,4.0,1.0,4.0,latin,72,1
0.748,0.856,0.0348,0.0,0.142,0.927,123.031,3.1553333333333335,2021.0,11.0,0.0,4.0,latin,68,1
0.453,0.673,0.144,0.0,0.131,0.266,92.06,2.66415,2022.0,8.0,1.0,4.0,latin,76,1
0.647,0.686,0.0413,1.34e-06,0.528,0.268,79.928,4.304983333333333,2022.0,3.0,0.0,4.0,latin,80,1
0.777,0.595,0.0375,0.00139,0.0669,0.546,108.02,4.074066666666667,2022.0,2.0,1.0,4.0,latin,75,1
0.872,0.588,0.0492,0.0,0.17,0.93,142.004,3.845066666666667,2022.0,0.0,1.0,4.0,latin,70,1
0.876,0.498,0.0478,0.0,0.143,0.428,122.016,2.8853166666666668,2022.0,10.0,1.0,4.0,latin,75,1
0.839,0.69,0.0615,8.33e-06,0.176,0.744,151.991,3.27355,2022.0,11.0,1.0,4.0,latin,76,1
0.797,0.616,0.375,0.000293,0.0979,0.451,103.071,5.6602,2022.0,1.0,0.0,4.0,latin,74,1
0.87,0.516,0.0541,0.00823,0.11,0.53,111.005,3.5033333333333334,2022.0,1.0,1.0,4.0,latin,71,1
0.84,0.543,0.0568,0.0,0.128,0.74,139.929,3.763533333333333,2020.0,0.0,1.0,4.0,latin,70,1
0.919,0.623,0.0992,1.63e-05,0.0609,0.775,130.037,2.616966666666667,2022.0,7.0,1.0,4.0,latin,71,1
0.621,0.782,0.044,0.033,0.23,0.55,128.033,3.3156333333333334,2022.0,2.0,1.0,4.0,latin,80,1
0.653,0.524,0.0502,0.0,0.203,0.553,83.97,2.66985,2020.0,11.0,0.0,4.0,latin,81,1
0.326,0.586,0.0605,0.0,0.0787,0.295,189.978,4.371816666666667,2021.0,6.0,1.0,4.0,latin,71,1
0.892,0.662,0.162,1.24e-06,0.363,0.607,93.976,3.78355,2022.0,8.0,1.0,4.0,latin,68,1
0.569,0.724,0.0474,0.0,0.27,0.562,83.118,3.2427166666666665,2023.0,6.0,0.0,4.0,latin,75,1
0.537,0.421,0.0285,0.0,0.138,0.524,98.224,3.0676833333333335,2022.0,5.0,1.0,4.0,latin,80,1
0.858,0.665,0.152,0.0,0.119,0.659,100.09,3.2597833333333335,2023.0,11.0,1.0,4.0,latin,79,1
0.832,0.534,0.253,0.0,0.165,0.116,93.924,2.2138833333333334,2020.0,1.0,0.0,4.0,arabic,78,1
0.926,0.542,0.293,0.0,0.0877,0.564,135.14,3.03215,2020.0,1.0,1.0,4.0,arabic,70,1
0.834,0.73,0.222,0.0,0.124,0.446,155.008,5.213666666666667,2018.0,8.0,1.0,4.0,arabic,81,1
0.856,0.564,0.392,0.0,0.134,0.483,77.972,2.266,2020.0,6.0,0.0,4.0,arabic,70,1
0.77,0.576,0.339,0.0,0.08,0.364,166.162,2.12,2019.0,8.0,0.0,4.0,arabic,68,1
0.701,0.716,0.0361,0.0,0.324,0.732,91.007,2.342216666666667,2021.0,7.0,0.0,4.0,arabic,80,1
0.8,0.658,0.079,0.0,0.111,0.462,140.042,3.25715,2020.0,1.0,0.0,4.0,arabic,77,1
0.569,0.882,0.06,0.0,0.142,0.201,148.038,3.1950166666666666,2023.0,3.0,0.0,4.0,arabic,88,1
0.897,0.662,0.292,0.0,0.534,0.39,112.509,2.4257166666666667,2018.0,1.0,0.0,4.0,arabic,79,1
0.963,0.346,0.53,0.0,0.108,0.562,119.957,2.3712166666666668,2018.0,5.0,0.0,4.0,arabic,75,1
0.747,0.524,0.245,0.0,0.2,0.363,140.053,3.5522,2017.0,10.0,0.0,4.0,arabic,71,1
0.906,0.444,0.384,6.44e-05,0.173,0.678,140.063,3.917333333333333,2016.0,4.0,0.0,4.0,arabic,68,1
0.772,0.639,0.467,0.0,0.0698,0.261,168.112,2.776,2019.0,1.0,1.0,4.0,arabic,74,1
0.964,0.487,0.421,6.07e-06,0.115,0.108,127.05,2.567066666666667,2018.0,10.0,0.0,4.0,arabic,77,1
0.884,0.347,0.35,7e-06,0.0871,0.376,75.016,3.6717833333333334,2017.0,8.0,0.0,4.0,arabic,72,1
0.962,0.619,0.405,0.0,0.083,0.154,127.956,2.4108666666666667,2020.0,10.0,0.0,4.0,arabic,72,1
0.793,0.395,0.385,1.4e-05,0.109,0.128,76.984,3.5547833333333334,2018.0,1.0,1.0,4.0,arabic,69,1
0.797,0.353,0.369,0.0,0.102,0.0731,87.997,3.47155,2018.0,6.0,0.0,4.0,arabic,73,1
0.877,0.516,0.0706,0.0,0.143,0.255,119.996,2.7008833333333335,2017.0,2.0,0.0,4.0,arabic,77,1
0.867,0.744,0.227,0.0,0.0713,0.645,84.005,2.888133333333333,2020.0,2.0,1.0,4.0,arabic,71,1
0.567,0.515,0.247,0.0,0.078,0.321,120.1,3.7333333333333334,2019.0,6.0,0.0,1.0,arabic,73,1
0.97,0.463,0.366,0.0,0.151,0.46,108.003,2.3736166666666665,2019.0,10.0,1.0,4.0,arabic,72,1
0.767,0.662,0.0578,0.0,0.123,0.259,143.943,3.2222166666666667,2023.0,5.0,0.0,4.0,arabic,69,1
0.847,0.622,0.0903,0.0,0.285,0.22,130.001,2.084,2023.0,1.0,0.0,4.0,arabic,82,1
0.71,0.701,0.0317,0.0,0.178,0.564,134.039,3.6529,2023.0,11.0,1.0,4.0,arabic,68,1
0.477,0.727,0.286,0.0,0.108,0.227,150.062,3.942066666666667,2021.0,2.0,1.0,4.0,arabic,70,1
0.846,0.48,0.359,0.0,0.0989,0.419,143.029,2.8255333333333335,2020.0,8.0,0.0,4.0,arabic,68,1
0.665,0.651,0.156,0.0,0.0896,0.237,163.935,2.92925,2018.0,1.0,1.0,4.0,arabic,77,1
0.623,0.692,0.0504,0.0,0.153,0.566,79.899,4.00085,2019.0,2.0,1.0,4.0,arabic,78,1
0.823,0.572,0.0865,0.0,0.113,0.568,141.996,2.9325666666666668,2018.0,6.0,0.0,4.0,arabic,69,1
0.65,0.613,0.128,0.0,0.267,0.0804,149.972,3.2436833333333333,2020.0,9.0,0.0,4.0,arabic,76,1
0.671,0.529,0.307,0.000335,0.0856,0.203,161.989,2.7636666666666665,2018.0,0.0,1.0,4.0,arabic,83,1
0.776,0.736,0.247,0.0,0.159,0.233,147.946,3.11575,2018.0,7.0,1.0,4.0,arabic,71,1
0.778,0.801,0.106,0.000155,0.0912,0.914,104.986,2.6285666666666665,2023.0,6.0,0.0,4.0,arabic,70,1
0.726,0.819,0.106,9.65e-05,0.27,0.636,110.14,2.3636333333333335,2024.0,8.0,1.0,4.0,arabic,70,1
0.49,0.651,0.138,7.59e-06,0.108,0.567,67.813,3.0099,2024.0,11.0,1.0,5.0,arabic,68,1
0.547,0.653,0.081,0.0,0.103,0.163,150.097,2.9142166666666665,2019.0,5.0,1.0,4.0,arabic,74,1
0.64,0.552,0.129,0.0,0.119,0.112,144.941,3.80445,2024.0,2.0,1.0,4.0,arabic,84,1
0.765,0.552,0.309,0.0,0.193,0.492,119.476,3.24645,2022.0,1.0,0.0,4.0,arabic,82,1
0.882,0.764,0.204,0.0,0.119,0.886,140.113,2.34555,2024.0,11.0,1.0,4.0,arabic,81,1
0.502,0.634,0.144,0.0341,0.188,0.645,101.837,3.6604666666666668,2024.0,8.0,0.0,3.0,arabic,72,1
0.869,0.64,0.0424,0.00119,0.0747,0.535,112.984,2.8766333333333334,2024.0,5.0,0.0,4.0,arabic,68,1
0.897,0.719,0.157,0.000531,0.0677,0.546,113.012,2.6292666666666666,2024.0,6.0,0.0,4.0,arabic,71,1
0.573,0.668,0.0467,4.01e-05,0.109,0.145,87.973,3.332,2022.0,7.0,0.0,4.0,arabic,82,1
0.578,0.52,0.151,3.38e-06,0.124,0.425,95.865,2.5763166666666666,2024.0,11.0,0.0,4.0,arabic,68,1
0.754,0.841,0.0921,0.0,0.0903,0.838,147.989,2.2947333333333333,2024.0,2.0,1.0,4.0,arabic,68,1
0.501,0.683,0.211,9.25e-05,0.0685,0.623,145.379,2.68965,2024.0,6.0,0.0,5.0,arabic,71,1
0.737,0.648,0.138,6.92e-06,0.105,0.746,93.2,4.322566666666667,2024.0,1.0,1.0,4.0,arabic,77,1
